73;18 شهر FAB Paymob;0.0170;0.1675000000
74;24 شهر FAB Paymob;0.0170;0.2150000000
75;6 شهور NBD Paymob;0.0170;0.0750000000
76;12 شهر NBD Paymob;0.0170;0.1300000000
77;18 شهر NBD Paymob;0.0170;0.1700000000
78;24 شهر NBD Paymob;0.0170;0.2250000000
79;3 شهور SAIB Paymob;0.0170;0.0420000000
80;6 شهور SAIB Paymob;0.0170;0.0600000000
81;12 شهر SAIB Paymob;0.0170;0.1000000000
82;18 شهر SAIB Paymob;0.0170;0.1400000000
83;3 شهور Attijariwafa Paymob;0.0170;0.0550000000
84;6 شهور Attijariwafa Paymob;0.0170;0.1050000000
85;12 شهر Attijariwafa Paymob;0.0170;0.2250000000
86;12 شهر Attijariwafa Paymob;0.0170;0.1650000000
87;12 شهر HSBC Paymob;0.0170;0.1250000000
10000;فورى;0.0000;0.0000000000
10001;فيزا البنك العربى الافريقى;0.0000;0.0000000000
10002;فيزا لوران 1;0.0000;0.0000000000
10003;فيزا لوران 2;0.0000;0.0000000000
10004;فيزا روكسى;0.0000;0.0000000000
10005;فيزا المعادى;0.0000;0.0000000000
10006;فيزا المنصورة;0.0000;0.0000000000
10007;فيزا عباس العقاد;0.0000;0.0000000000
10008;فيزا ميراج;0.0000;0.0000000000
10009;فيزا سموحة;0.0000;0.0000000000
10010;فيزا حلوان;0.0000;0.0000000000
10011;فيزا كفر الشيخ;0.0000;0.0000000000
10012;فيزا دمنهور;0.0000;0.0000000000
10013;فيزا مصر الجديدة;0.0000;0.0000000000
10014;فيزا البنك االاهلى;0.0000;0.0000000000
10015;فيزا 6اكتوبر;0.0000;0.0000000000
10016;فيزا CIB;0.0000;0.0000000000
10017;Paymob;0.0000;0.0000000000
10019;Valu;0.0000;0.0000000000
10020;Contact;0.0000;0.0000000000
10021;Kazna;0.0000;0.0000000000
10022;Souhoola;0.0000;0.0000000000
10023;Aman;0.0000;0.0000000000
